528af413098e718059003512,沃尔沃(进口)(进口) 850 2.0 04/92 -> 12/96,W 917
528af413098e718059003524,沃尔沃(进口)(进口) 850 2.0 10V 08/94 -> 12/96,W 917
528af413098e71805900352e,沃尔沃(进口)(进口) 850 2.3 T5 08/93 -> 07/96,W 917
528af413098e718059003538,沃尔沃(进口)(进口) 850 2.3 T5-R 08/95 -> 12/96,W 917
529455e7098e7144f90021de,沃尔沃(进口)(进口) 850 2.3 T5-R 08/95->12/96
528af414098e718059003545,沃尔沃(进口)(进口) 940 2.0 (944) 01/92 -> 07/94,W 917
528af414098e71805900354d,沃尔沃(进口)(进口) 940 2.3 (944) 08/90 -> 12/94,W 917
528af414098e718059003555,沃尔沃(进口)(进口) 940 2.3 16V (944) 08/88 -> 07/91,W 917
528af414098e71805900355d,沃尔沃(进口)(进口) 940 2.3 Turbo (944) 08/90 -> 07/94,W 917
528af414098e71805900356a,沃尔沃(进口)(进口) 940 2.0 Turbo (944) 04/96 -> 10/98,W 917
528af414098e718059003572,沃尔沃(进口)(进口) 940 2.3 (944) 08/94 -> 10/98,W 917
528af414098e71805900357a,沃尔沃(进口)(进口) 940 2.3 Turbo (944) 08/94 -> 10/98,W 917
528af414098e718059003582,沃尔沃(进口)(进口) 940 2.3 Turbo (945) 08/95 -> 10/98,W 917
528af414098e71805900358d,沃尔沃(进口)(进口) C 1.6 10/06 -> ,W 7008
528af414098e71805900359b,沃尔沃(进口)(进口) C 2.0 / 2.0 FlexFuel 10/06 -> ,W 7020
528af414098e7180590035a7,沃尔沃(进口)(进口) C 2.4 10/06 -> ,HU 719/8 x
528af415098e7180590035b1,沃尔沃(进口)(进口) C 2.5 T5 10/06 -> ,HU 719/8 x
529455e9098e7144f9002236,沃尔沃(进口)(进口) C 2.5 T5 03/07->
528af415098e7180590035be,沃尔沃(进口)(进口) C70 2.3 T-5 07/02 -> 09/05,HU 819 x
528af415098e7180590035cd,沃尔沃(进口)(进口) C70 2.4 03/06 -> ,HU 719/8 x
528af415098e7180590035d7,沃尔沃(进口)(进口) C70 2.5 T5 03/06 -> ,HU 719/8 x
529455ea098e7144f900224f,沃尔沃(进口)(进口) C70 2.5 T5 03/07->
528af415098e7180590035e4,沃尔沃(进口)(进口) S40 2.0 16V (VS) 07/95 -> 08/99,W 917
528af415098e7180590035f4,沃尔沃(进口)(进口) S40 2.0 T (VS) 10/97 -> 07/00,HU 819 x
528af415098e718059003602,沃尔沃(进口)(进口) S40 2.0 T4 (VS) 05/00 -> 02/04,HU 819 x
528af415098e718059003611,沃尔沃(进口)(进口) S40 1.6 01/05 -> ,W 7020
528af415098e71805900361b,沃尔沃(进口)(进口) S40 1.6 Diesel 01/05 -> ,HU 716/2 x
528af416098e718059003629,沃尔沃(进口)(进口) S40 1.8 / 1.8 Flexifuel 04/04 -> ,W 7020
528af416098e718059003633,沃尔沃(进口)(进口) S40 2.0 10/06 -> ,W 7020
528af416098e71805900363d,沃尔沃(进口)(进口) S40 2.0 Diesel 01/04 -> ,HU 711/51 x
528af416098e718059003649,沃尔沃(进口)(进口) S40 2.4 01/04 -> ,HU 719/8 x,,528af412098e7180590034d4,沃尔沃(长安福特) S40 2.4L 06/06 -> ,HU 719/8 x
528af416098e718059003653,沃尔沃(进口)(进口) S40 2.4 D5 03/06 -> ,HU 719/8 x
528af416098e718059003661,沃尔沃(进口)(进口) S40 2.5 T5 01/04 -> ,HU 719/8 x,,528af413098e7180590034e2,沃尔沃(长安福特) S40 2.5L 06/06 -> ,HU 719/8 x
529455ec098e7144f900229f,沃尔沃(进口)(进口) S40 2.5 T5 03/07->
528af416098e71805900366e,沃尔沃(进口)(进口) S60 2.0 T 09/01 -> ,HU 819 x
528af416098e71805900367e,沃尔沃(进口)(进口) S60 2.3 T5 11/00 -> ,HU 819 x
528af417098e718059003688,沃尔沃(进口)(进口) S60 2.4 11/00 -> ,HU 819 x
528af417098e718059003692,沃尔沃(进口)(进口) S60 2.4 D 12/01 -> ,HU 719/8 x
528af417098e71805900369e,沃尔沃(进口)(进口) S60 2.4 D5 07/01 -> ,HU 719/8 x
528af417098e7180590036a8,沃尔沃(进口)(进口) S60 2.4 T 11/00 -> ,HU 819 x
528af417098e7180590036b2,沃尔沃(进口)(进口) S60 2.4 T5 20V 04/04 -> ,HU 819 x
528af417098e7180590036ba,沃尔沃(进口)(进口) S60 2.5 R AWD 03/03 -> ,HU 819 x
528af417098e7180590036c2,沃尔沃(进口)(进口) S60 2.5 T 02/04 -> ,HU 819 x
528af417098e7180590036cf,沃尔沃(进口)(进口) S60 1.6 T3 11/10 -> ,W 7008
528af417098e7180590036d5,沃尔沃(进口)(进口) S60 1.6 T4 11/10 -> ,W 7008
528af418098e7180590036db,沃尔沃(进口)(进口) S60 2.0 T 07/10 -> 
528af418098e7180590036e1,沃尔沃(进口)(进口) S60 2.0 T5 11/10 -> 
528af418098e7180590036e7,沃尔沃(进口)(进口) S60 3.0 T6 07/10 -> ,HU 925/4 y
528af418098e7180590036f2,沃尔沃(进口)(进口) S80 2.0 20V Turbo 06/98 -> 07/06,HU 819 x
528af418098e7180590036fe,沃尔沃(进口)(进口) S80 2.0 Turbo 12/99 -> 07/06,HU 819 x
528af418098e718059003708,沃尔沃(进口)(进口) S80 2.4 20V 01/99 -> 07/06,HU 819 x
528af418098e718059003712,沃尔沃(进口)(进口) S80 2.4 D 10/01 -> 07/06,HU 719/8 x
528af418098e71805900371c,沃尔沃(进口)(进口) S80 2.4 D5 08/01 -> 07/06,HU 719/8 x
528af418098e718059003726,沃尔沃(进口)(进口) S80 2.4 T 06/00 -> 07/06,HU 819 x
528af418098e718059003730,沃尔沃(进口)(进口) S80 2.5 T 03/03 -> 07/06,HU 819 x
528af419098e71805900373a,沃尔沃(进口)(进口) S80 2.5 TDI 01/99 -> 07/06,W 1130/3
528af419098e718059003746,沃尔沃(进口)(进口) S80 2.8 24V Turbo 05/98 -> 07/06,HU 819 x
528af419098e718059003750,沃尔沃(进口)(进口) S80 2.9 24V 05/98 -> 07/06,HU 819 x
528af419098e71805900375a,沃尔沃(进口)(进口) S80 3.0 24V 06/01 -> 07/06,HU 819 x
528af419098e718059003764,沃尔沃(进口)(进口) S80 3.0 T6 06/01 -> 07/06,HU 819 x
529455f1098e7144f900233d,沃尔沃(进口)(进口) S80 2.9 24V 03/99->07/06
528af419098e718059003771,沃尔沃(进口)(进口) S80 2.4 D 03/06 -> ,HU 719/8 x
528af419098e71805900377b,沃尔沃(进口)(进口) S80 2.4 D5 03/06 -> ,HU 719/8 x
528af419098e718059003783,沃尔沃(进口)(进口) S80 2.5 T 03/06 -> ,HU 719/8 x,,528af413098e7180590034f9,沃尔沃(长安福特) S80L 2.5L 03/09 -> ,HU 719/8 x
528af41a098e71805900378b,沃尔沃(进口)(进口) S80 3.0 T6 01/07 -> ,HU 925/4 y,,528af413098e718059003503,沃尔沃(长安福特) S80L 3.0L 03/09 -> ,HU 925/4 y
528af41a098e718059003791,沃尔沃(进口)(进口) S80 3.2 03/06 -> ,HU 925/4 y
528af41a098e718059003797,沃尔沃(进口)(进口) S80 4.4 V8 03/06 -> ,HU 819 x
528af41a098e7180590037a0,沃尔沃(进口)(进口) XC60 2.0 T 05/10 -> 
528af41a098e7180590037a6,沃尔沃(进口)(进口) XC60 2.0 T5 11/10 -> 
528af41a098e7180590037ac,沃尔沃(进口)(进口) XC60 3.0 T6 10/08 -> ,HU 925/4 y
528af41a098e7180590037b7,沃尔沃(进口)(进口) XC90 2.4 D5 10/02 -> ,HU 719/8 x
528af41a098e7180590037c3,沃尔沃(进口)(进口) XC90 2.5 T 10/02 -> ,HU 819 x
528af41a098e7180590037cd,沃尔沃(进口)(进口) XC90 3.0 T6 10/02 -> ,HU 819 x
528af41a098e7180590037d7,沃尔沃(进口)(进口) XC90 3.2 05/06 -> ,HU 925/4 y
528af41a098e7180590037df,沃尔沃(进口)(进口) XC90 3.2 AWD 04/10 -> ,HU 925/4 y
528af41a098e7180590037e7,沃尔沃(进口)(进口) XC90 4.4 V8 01/05 -> ,HU 819 x
529455f3098e7144f9002397,沃尔沃(进口)(进口) XC90 3.2 AWD 04/10->
,,,,528af412098e7180590034c6,沃尔沃(长安福特) S40 2.0L 01/09 -> ,W 712/80

,,,,529455e6098e7144f90021a8,沃尔沃(长安福特) S40 2.0L 01/09->
,,,,528af413098e7180590034ef,沃尔沃(长安福特) S80L 2.0T 12/10 -> 
