52a89b79098e71b2e50007d1,道奇（进口） 酷威  2.0L 2008.6-
52a89b79098e71b2e50007d2,道奇（进口） 酷威  2.7L 2009-,,,528af436098e718059004414,道奇(进口) 酷威 2.7 V6 06/08 -> 
52a89b79098e71b2e50007d4,道奇（进口） 酷搏  SXT 2.0L 2008-,,,528af436098e71805900440d,道奇(进口) 酷搏 2.0 16V 07/06 -> 
52a89b79098e71b2e50007d5,道奇（进口） 酷搏 博 2.0L 2009-
52a89b79098e71b2e50007d7,道奇（进口） 锋哲  SE 2.4L 2008-
52a89b79098e71b2e50007d8,道奇（进口） 锋哲  SXT 2.4L 2007-
52a89b79098e71b2e50007da,道奇（进口） 凯领  2.4L 2000-
52a89b79098e71b2e50007db,道奇（进口） 凯领  3.0L 2007-
52a89b79098e71b2e50007dc,道奇（进口） 凯领  3.3L 2001-2007
52a89b79098e71b2e50007dd,道奇（进口） 凯领  3.8L 2001-2007
52a89b79098e71b2e50007df,道奇（进口） 公羊  5.9L 2001-
52a89b79098e71b2e50007e0,道奇（进口） 公羊  3.9L 2003-
52a89b79098e71b2e50007e1,道奇（进口） 公羊  3.8L 2006-
52a89b79098e71b2e50007e2,道奇（进口） 公羊  5.7L 2006-2011
52a89b79098e71b2e50007e3,道奇（进口） 公羊  皮卡RAM1500 5.7L 四驱 2011-
52a89b79098e71b2e50007e5,道奇（进口） 拓荒者  V8 6.0L 2008-
52a89b79098e71b2e50007e7,道奇（进口） 翼龙  3.7L 2007-
,,,,528af436098e7180590043fc,道奇(进口) 锋哲 2.0 06/07 -> 
,,,,528af436098e718059004400,道奇(进口) 锋哲 2.0 CRD 06/07 -> ,HU 719/7 x
,,,,52945617098e7144f9002ab1,道奇(进口) 锋哲 2.0 06/07->
,,,,52945617098e7144f9002ab5,道奇(进口) 锋哲 2.0 CRD 06/07->
