528af3aa098e718059000788,别克(上海通用) 世纪 3.0L 07/99 -> 12/02,W 712/22,,52a89b2b098e71b2e5000235,上海通用别克 新世纪  3.0L 1999.4-2012.12
528af3aa098e718059000799,别克(上海通用) 昂科拉 1.4T 10/12 -> ,HU 612/2 x
52945541098e7144f9000529,别克(上海通用) 昂科拉 1.4T 10/12->
528af3aa098e7180590007a8,别克(上海通用) 凯越 1.6L 05/08 -> ,W 712/22,,52a89b2a098e71b2e5000231,上海通用别克 凯越 新 1.6L 2008-,W 712/22
528af3aa098e7180590007b4,别克(上海通用) 凯越 1.8L 05/08 -> ,W 712/22,,52a89b2b098e71b2e5000232,上海通用别克 凯越 新 1.8L 2008-,W 712/22
52945541098e7144f9000537,别克(上海通用) 凯越 1.6L 08/03->05/08,,,52a89b28098e71b2e500022a,上海通用别克 凯越  1.6L 2003.4-,W 712/22
52945542098e7144f9000541,别克(上海通用) 凯越 1.8L 08/03->05/08,,,52a89b29098e71b2e500022d,上海通用别克 凯越  1.8L 2003.8-,W 712/22
528af3aa098e7180590007bf,别克(上海通用) 凯越 1.6L 10/04 -> ,W 712/22
528af3aa098e7180590007ce,别克(上海通用) 英朗 1.6L 06/10 -> ,HU 612/2 x,,52a89b34098e71b2e5000261,上海通用别克 英朗GT  1.6L 2010.06-,HU 612/2 x
528af3aa098e7180590007da,别克(上海通用) 英朗 1.6T 06/10 -> ,HU 612/2 x
528af3aa098e7180590007e6,别克(上海通用) 英朗 1.8L 06/10 -> ,HU 612/2 x
528af3aa098e7180590007f3,别克(上海通用) 英朗 1.6L 01/10 -> ,HU 612/2 x,,52a89b33098e71b2e500025d,上海通用别克 英朗XT  1.6L 2010.01-,HU 612/2 x
528af3ab098e7180590007fd,别克(上海通用) 英朗 1.6T 01/10 -> ,HU 612/2 x
528af3ab098e718059000807,别克(上海通用) 英朗 1.8L 01/10 -> ,HU 612/2 x,,52a89b33098e71b2e500025f,上海通用别克 英朗XT  1.8L 2010.01-,HU 612/2 x
528af3ab098e718059000814,别克(上海通用) GL8 3.0L 05/00 -> 07/05,W 712/22,,52a89b27098e71b2e5000221,上海通用别克 GL8  3.0 2000.8-2005,W 712/22
