528af441098e7180590048c1,À×Åµ(½ø¿Ú) ·çÀÊ 2.0 16V 02/10 -> ,,,52a89bad098e71b2e5000b9a,À×Åµ½ø¿Ú ·çÀÊ  2.0L 2011-
528af441098e7180590048c8,À×Åµ(½ø¿Ú) ¿ÆÀ×°Á 2.5 09/08 -> ,W 67/1,,52a89bad098e71b2e5000b9c,À×Åµ½ø¿Ú ¿ÆÀ×°Á  2.5L 2009-
528af441098e7180590048d3,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 11/93 -> 08/98,W 75/3
528af441098e7180590048e3,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 (B56C/H) 11/93 -> 08/98,W 75/3
528af441098e7180590048ed,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V 06/95 -> 08/98,W 712/47
52945625098e7144f9002dcf,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 09/98->03/01
52945625098e7144f9002dd4,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 03/99->03/01
52945625098e7144f9002dde,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 08/95->08/98
528af441098e7180590048fe,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.6 16V 03/01 -> ,W 75/3
528af441098e718059004908,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.8 16V 03/01 -> ,W 75/3
528af442098e718059004912,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.9 dCi 03/01 -> ,W 75/3
528af442098e718059004920,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V 08/02 -> ,W 75/3
528af442098e71805900492a,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V GT Turbo 01/05 -> ,W 75/3
528af442098e718059004934,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V IDE 04/01 -> ,W 75/3
528af442098e71805900493e,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V Turbo 01/03 -> ,W 75/3
528af442098e718059004948,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 dCi 16V 08/05 -> ,HU 618 x
528af442098e718059004954,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.2 dCi 04/04 -> ,HU 923 x
528af442098e718059004960,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.2 dCi 16V 10/01 -> ,HU 923 x
528af442098e71805900496a,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.2 dCi 16V FAP 05/05 -> ,HU 923 x
528af443098e718059004974,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 3.0 V6 24V 03/01 -> ,W 712/47
52945626098e7144f9002e01,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.9 dCi 03/01->
52945626098e7144f9002e07,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.9 dCi 03/04->
52945626098e7144f9002e0c,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.9 dCi 01/05->
52945626098e7144f9002e11,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 1.9 dCi 05/05->
52945627098e7144f9002e34,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 dCi 16V 01/06->
528af443098e718059004981,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V 10/07 -> ,W 67/1
528af443098e71805900498d,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V GT Turbo 03/08 -> ,W 79
528af443098e718059004993,À×Åµ(½ø¿Ú) À­¹ÅÄÈ 2.0 16V Turbo 10/07 -> ,W 75/3
528af443098e71805900499e,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.4i 01/96 -> ,W 75/3
528af443098e7180590049a8,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.4i 16V 03/99 -> ,W 75/3
528af443098e7180590049b4,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.6i 16V 03/99 -> ,W 75/3
528af443098e7180590049be,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.8i 16V 01/01 -> ,W 75/3
528af444098e7180590049c8,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 D 01/96 -> ,W 75/3
528af444098e7180590049d6,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 TDi 09/96 -> ,W 75/3
528af444098e7180590049e4,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 dCi 02/01 -> ,W 79
528af444098e7180590049f0,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 dT 01/96 -> ,W 75/3
528af444098e7180590049fa,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 dTi 02/01 -> ,W 75/3
528af444098e718059004a04,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V 07/96 -> ,W 75/3
528af444098e718059004a10,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0i 03/99 -> ,W 75/3
52945629098e7144f9002e70,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 TDi 09/96->
5294562a098e7144f9002e8b,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0i 01/96->
528af444098e718059004a1d,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.4 16V 09/03 -> ,W 75/3
528af445098e718059004a29,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.5 dCi 09/03 -> ,W 75/3
528af445098e718059004a37,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.6 16V 05/05 -> ,W 75/3
528af445098e718059004a41,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 dCi 09/03 -> ,W 79
528af445098e718059004a4d,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.9 dCi FAP 05/05 -> ,W 79
528af445098e718059004a57,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0  dCi 16V 09/05 -> ,HU 618 x
528af445098e718059004a63,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V 09/03 -> ,W 75/3
528af445098e718059004a6d,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V Turbo 05/04 -> ,W 75/3
5294562b098e7144f9002ea5,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.5 dCi 10/03->
5294562b098e7144f9002eaa,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 1.5 dCi 05/05->
528af446098e718059004a7a,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V 04/09 -> ,W 67/1
528af446098e718059004a80,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V RS (M¨¦gane Sport) 12/09 -> ,W 79
528af446098e718059004a86,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V TCE 01/09 -> ,W 79
528af446098e718059004a8f,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V 06/10 -> ,W 67/1
528af446098e718059004a95,À×Åµ(½ø¿Ú) Ã·¸ÊÄÈ 2.0 16V TCE 06/10 -> ,W 79
528af446098e718059004a9e,À×Åµ(½ø¿Ú) M¨¦gane 1.6 (JA0F) 01/97 -> 09/99,W 75/3
528af446098e718059004aac,À×Åµ(½ø¿Ú) M¨¦gane 1.9 D (JA0J) 03/97 -> 09/99,W 75/3
528af446098e718059004ab6,À×Åµ(½ø¿Ú) M¨¦gane 2.0 (JA0G) 01/99 -> 09/99,W 75/3
5294562d098e7144f9002efc,À×Åµ(½ø¿Ú) M¨¦gane 2.0 (JA0G) 01/97->09/99
528af446098e718059004ac5,À×Åµ(½ø¿Ú) ·ç¾° 1.4 16V (JM0B) 06/03 -> ,W 75/3
528af446098e718059004ad1,À×Åµ(½ø¿Ú) ·ç¾° 1.5 dCi (JM0F) 11/03 -> ,W 75/3
528af447098e718059004adb,À×Åµ(½ø¿Ú) ·ç¾° 1.5 dCi 05/05 -> ,W 75/3
528af447098e718059004ae3,À×Åµ(½ø¿Ú) ·ç¾° 1.6 16V (JM0C) 06/03 -> ,W 75/3
528af447098e718059004aed,À×Åµ(½ø¿Ú) ·ç¾° 1.9 dCi (JM0G) 06/03 -> ,W 79
528af447098e718059004af7,À×Åµ(½ø¿Ú) ·ç¾° 1.9 dCi FAP 05/05 -> ,W 79
528af447098e718059004b01,À×Åµ(½ø¿Ú) ·ç¾° 2.0 16V (JM0U) 06/03 -> ,W 75/3
